	transcript	backchannel	start	end	role	folder
9027	 뭐 음식 하나를 식당에 가서 시킬 때 이거를 먹을지 이거를 먹을지 정말 시간을 너무 많이 고민을 해서 남자친구가 항상 답답해 했어요 그래서 그 선택을 하는 거를 너무 그렇게 좀 심각하게 고민하지 말고 그냥 마음 가는대로 하나 찍어라 이런 식으로 말을 해주기도 하고	1	2313.96	2339.96	client	26
9028	 저도 그거를 인지를 했고 이제 앞으로는 좀 더 그냥 이거를 할까 이거를 할까 결정을 딱 기준을 정해서 바로 하 하려는 노력을 해야 될 것 같아요	1	2349.96	2365.96	client	26
9029	 그래서 이제 뭐 그게 시간을 많이 잡아먹고	1	2371.86	2373.86	counselor	26
9030	 생각이 드는데	1	2385.86	2387.86	counselor	26
9031	  끊임없이 고민하고 생각하는 그 이유에는 뭐가 있을까요?	0	2399.86	2401.86	counselor	26
9032	 어 뭔가 음식을 먹는다던지 숙소를 정한다던지 이런 것들엔 다 금전적인 투자가 들어가는 거잖아요 이거 한번 쓴 뭐 여행을 갔을 때 숙소를 갈 거면 이왕이면 내 기준들에 가장 부합하고 가장 높은 점수를 매겨줄 수 있는 곳으로 가고 싶다는 생각이 너무 좀 강박감이라고 생각할 만큼 좀 그렇게 많이 박혀 있어서	1	2401.96	2433.96	client	26
9033	 음	0	2431.86	2433.86	counselor	26
9034	 그런 그런 금전적인 부분이 아주 큰 막 정말 최우선 그런 건 아니지만 이왕 갈 거 가장 최선의 선택을 하자 이런 것도 있고 음식 같은 경우에는 저희가 이제 죽을 때까지 먹을 수 있는 그 식사량이 정해져 있잖아요 그 식사 횟수가 그러니까 그 횟수들을 내가 가장 맛있는 메뉴들로 채워 나가고 싶다	1	2433.96	2458.96	client	26
9035	 음	0	2457.86	2459.86	counselor	26
9036	 뭔가 내가 좀 좋은 좋아하지 않는 음식들로 내 식사 횟수를 정해 남은 식사 횟수를 낭비하고 싶지 않다 이런 게 있는 것 같아요	2	2458.96	2471.96	client	26
9037	  어 ,그리고	3	2479.86	2481.86	counselor	26
9038	  어어  예상했던 맛하고 또 좀 다른 맛이에요.	1	2507.86	2511.86	counselor	26
9039	 음, 네	0	2508.96	2513.96	client	26
9040	 그럴 경우에 나는 어떤 걸 경험하죠?	0	2511.86	2513.86	counselor	26
9041	 정말 그런 경우가 말씀해 주신 경우가 저한테 종종 발생을 하는데요 그래서 그런 것들을 좀 방지하려고 그래서 더 유독 후기나 이런 것들 정말 많이 보는 것 같기도 하고 그런데 죄송한데 질문해 주신 게 뭐였죠 말하다가	1	2515.96	2537.96	client	26
9042	 어떤 생각이나	0	2541.86	2543.86	counselor	26
9043	 아 내가 이렇게 정말 정보도 많이 알아보고 후기도 정말 많이 찾아보고 이렇게 해서 내린 결정이지만 항상 그 시간을 투자해서 알아본 것들이 실제로 갔을 때는 정말 만족을 하지 못할 수도 있다는 거를 이제 몇 번 경험을 해보다 보니까 알게 됐어요	1	2542.96	2566.96	client	26
9044	 음	0	2565.86	2567.86	counselor	26
9045	 그래서 어떤 선택을 하든지 후회는 조금은 남을 수밖에 없을 것 같으니까 너무 그렇게 심각하게 고민을 하지 말고 그냥 어떤 선택을 하든 후회는 아예 없을 수 없으니까 좀 더 가볍게 마음을 편하게 먹어보자 이런 식으로 생각을 할 것 같아요	1	2566.96	2585.96	client	26
9046	 그랬었나 보다.	0	2591.86	2593.86	counselor	26
9047	 네 아 내가 왜 시간을 이렇게까지 투자했는데 생각했던 만큼 아니네 이런 경험도 몇 번 있다 보니까 그게 남자친구랑 만나면서 좀 변해가는 부분인 것 같아요 그 부분도 조금이라도 후회가 남을 수밖에 없으니까 그냥 가볍게 먹어보자 마음을 이런 식으로 됐던 것 같아요	1	2593.96	2614.96	client	26
9048	 그분	0	2623.86	2625.86	counselor	26
9049	 네 아 맞아요	0	2623.96	2624.96	client	26
9050	 나이 차이가 조금 있나요?	0	2627.86	2629.86	counselor	26
9051	 아 아니 연생으로는 3년삼년 차이 나고 빠른이라서 그분이 4살네살 차이 난다고 말하는데 그분은 취업 준비를 하고 있고 대학교를 졸업하고 저는 그냥 지금 휴학하고 공부도 하고 돈도 모으고 이런 상황인데 그냥 서로한테 정말 좋은 영향을 서로 주고받는 그런 관계인 것 같아요	1	2630.96	2653.96	client	26
9052	 좀 전달됐어요.	6	2667.86	2669.86	counselor	26
9053	 아 그래요?	0	2669.96	2671.96	client	26
9054	 시간이 벌써 갔죠.	0	2675.86	2677.86	counselor	26
9055	 아 그러네요 네 그 대화를 너무 잘 이끌어 주셔가지고 지금 시간이 벌써 이렇게 된 것 같아요	1	2675.96	2687.96	client	26
9056	 잘해줬어요. 제가 그래서 편히 갔어요.	0	2687.86	2689.86	counselor	26
9057	 음	0	2719.86	2721.86	counselor	26
9058	 네 제가 교환 학생이랑 취업 관련해서 그 상담 선생님 선생님이랑 대화를 나눴잖아요	1	2719.96	2728.96	client	26
9059	 음음	0	2727.86	2729.86	counselor	26
9060	 그러면서 제가 저는 뭐 남자친구나 한테만 이런 고민을 엄청 깊게 깊고 길게 얘기를 했던 것 같은데 상담 그 선생님께서 잘 들어주시고 그러셔서 그냥 제가 선택한 게 맞을 것 같고 내가 제가 선택한 게 맞고 제가 하는 것들이 다 틀린 것들이 없으니까 걱정하지 말고 그냥 하고 싶은 대로 하면 되겠다 이런 생각도	1	2728.96	2757.96	client	26
9061	 뒀으니까 그냥 서로 좋은 영향 주고 받으면서 정말 좋은 사람이니까 정말 잘 지내야겠다는 생각을 하게 됐어요	1	2769.96	2780.96	client	26
9062	 그런 마음도 전달이	3	2791.86	2793.86	counselor	26
9063	 좀 배워나가잖아요.음 	1	2813.86	2815.86	counselor	26
9064	 음	0	2841.86	2843.86	counselor	26
9065	 네 맞아요 저에 대한 확신이 좀 커진 것 같아요 상담을 진행하면서	1	2841.96	2850.96	client	26
9066	 그럼 이제 마무리하면서	1	2849.86	2851.86	counselor	26
9067	 네	0	2850.96	2852.96	client	26
9068	 어 김정연이 김정연에게	1	2851.86	2853.86	counselor	26
9069	 어 한마디 해주고 끝냅시다.	0	2855.86	2857.86	counselor	26
9070	음, 너무 주변 뭐 SNS에스엔에스라든지 너무 그런 주변 사람들의 좀 좋아보이고 부러워 보일 그런 요소들만 보고 나의 단점들과 비교하지 말고 최근에 많이 생각을 했던 것처럼 나도 나만의 장점들이 있고 분명히 있고 뭐 예를 들어 주변 사람들을 좀 기분 좋게 해준다거나 그런 장점들이 분명히 있고 그리고 내가 못하는 것들은 천천히 노력해서 보완을 해나가면 되는거니까 너무 내 나에 대해서 자신감이랑 확신을 가지고 좀 열심히 인생을 만들어나가면 좋겠어라고 말하고 싶어요	1	2863.96	2907.96	client	26
9071	 정연이에게  어  주는	1	2913.86	2915.86	counselor	26
9072	 잘 다녀오세요.	0	2921.86	2923.86	counselor	26
9073	네 만나서 반갑습니다	0	14.8	18.96	counselor	27
9074	없습니다	0	18.72	19.72	client	27
9075	 마이크가 멀리 있어서 그런가?	0	24.64	30.72	counselor	27
9076	좀 더 가까이 찼어요	0	35.0	37.72	client	27
9077	 시간이 조금 흐르고 제가 번 아웃이 세게 온 거예요	1	77.72	80.72	client	27
9078	 그거 솔직히 번아웃이 한 번 오면 계속 이제 주기적으로 오는 것 같거든요	0	97.72	100.72	client	27
9079	네 좋아요 번아웃이 어떤 형태로 어떻게 와요?	0	100.24	112.04	counselor	27
9080	 육체도 제가 그냥 몸이 이렇게 제가 음악을 하는데 작업실에서 음악을 하는데	1	124.72	132.72	client	27
9081	음	0	131.0	132.0	counselor	27
9082	잠이 안 오고 또 막 몸살이 아닌데 몸이 아프고	1	148.72	154.72	client	27
9083	음	0	154.84	155.0	counselor	27
9084	 그러다가 이제 좀 괜찮아졌어요	0	175.72	177.72	client	27
9085	 그냥 아무 때나 이런 일들이 일어나요?	0	194.04	200.0	counselor	27
9086	너무 불안해요	0	220.72	225.72	client	27
9087	 아 쉰다는 i 쉬는 거가 불안해요? 	0	225.24	235.0	counselor	27
9088	너무 불안해요 제가 작업실 갔다가 집에 와서도 자기 전까지 계속 일 생각만 하고	1	226.72	235.72	client	27
9089	근데 제가 이제 회사원 같은 일을 하는 사람이 아니라 프리랜서여서	1	257.72	262.72	client	27
9090	외부적인 스트레스보다 제가 저한테 이제 이렇게 주는 게 더 강해서 그런 것 같아요	0	279.72	299.72	client	27
9091	이렇게 설명하는 동안에 어떤 생각들이 좀 들어요?	0	293.76	304.04	counselor	27
9092	 그냥 좀 알려I 좀 팁이 있었으면 좋겠어요	2	318.72	334.72	client	27
9093	음 그래요 그러면 이제 그렇게 번아웃이 될 때는 마음에 어떤 마음이랑 어떤 생각들이 좀 들어요?	0	324.64	341.6	counselor	27
9094	좀 화가 나거든요 화가 좀 나요	0	334.72	348.72	client	27
9095	어떤 생각이 들면서 화가 나? 뭐에 대해서?	0	348.12	358.36	counselor	27
9096	내가 지금 이렇게 한다고 해서 돈을 버는 것도 아니고 다른 사람들은 좀 자유롭게 살면서 쉽게 행복도 얻고	0	357.72	366.72	client	27
9097	내가 얻는 게 뭐지? 이런 화가 나요	0	374.72	376.72	client	27
9098	내가 얻는 게 뭐지? 	0	376.48	378.52	counselor	27
9099	제가 이것도 말씀드리고 싶었는데 제가 성취감을 잘 못 느끼거든요	1	376.72	385.72	client	27
9100	되게 이상한 마음이었어요	2	417.72	420.72	client	27
9101	내가 내 욕심 때문에 지금 나를 이렇게 만들었나? 이런 생각이	0	426.72	433.72	client	27
9102	이 두 목소리 사이에서 우리 효정 씨가 힘든 것 같아	0	505.92	513.28	counselor	27
9103	 우선 제 스스로가 진짜 제가 보는	0	527.6	531.4	client	27
9104	어떨 때 넘어져요?	0	527.68	530.0	counselor	27
9105	그러는 역할이 주로 있다가 그거에 너무 지치면 이렇게 번아웃이 몸으로 오나 봐요	0	586.8	601.52	counselor	27
9106	 제가 번아웃에 왔을 때도 할 일을 했어요	0	596.8	606.6	client	27
9107	아이고 그때는 어떤 마음으로 해요?	0	604.16	611.8	counselor	27
9108	제가, 제가 23살스물세살 때 우울증이 너무 심해서요	1	606.6	613.56	client	27
9109	응	0	611.8	612.5	counselor	27
9110	 그 무기력이 너무 무서운 거예요	1	632.36	634.96	client	27
9111	그래서 그 무기력으로 돌아가는 게 너무 무서운 거예요	1	644.92	648.88	client	27
9112	 그러니까 니가 이거를 이렇게 하고 저렇게 하고	1	685.56	689.72	counselor	27
9113	응 그러다 보니까 이제 얘 눈치를 보고 열심히 열심히 막 하다가	1	699.08	704.16	counselor	27
9114	 네.	0	699.54	701.54	client	27
9115	 이거를 계속 몰아붙이고 있어요? 하는 말이 뭐예요?	0	736.6	743.0	counselor	27
9116	어 근데 선생님, 선생님 제 생각에는요	0	741.04	744.68	client	27
9117	하인이 더 주도적인 것 같애?	0	743.0	749.84	counselor	27
9118	더 세다고 하셨던, 말씀하신	0	757.18	760.88	client	27
9119	 결국에는 얘 때문에 내가 걸려서 얘가 파괴가 되잖아요	0	769.28	774.62	client	27
9120	 자기가 눈치를 보느라 고집을 피우는 것 같은 느낌이에요, 저는	0	780.8	784.62	client	27
9121	오케이 어떤 고집을 부려요?	1	787.72	790.4	counselor	27
9122	 네.	0	789.62	790.62	client	27
9123	무슨 고집을 부리고 있어, 걔는?	0	790.4	804.68	counselor	27
9124	 이래야지 내가 익숙하니까, 편하니까 유지하고 싶은 마음인 것 같아요	0	800.06	808.0	client	27
9125	익숙하고 편하다	1	804.68	805.88	counselor	27
9126	그런 마음이지 않을까요?	0	832.5	835.1	client	27
9127	그런 마음	0	835.0	837.5	counselor	27
9128	이게 더 편해서?	0	853.0	858.0	counselor	27
9129	그런 면도 인정을 하면서 하는 거죠	0	857.3	869.54	client	27
9130	그럼 그 친구는 그렇게 고집을 부려서 뭘 얻어요?	0	862.52	877.48	counselor	27
9131	 음악이라는 게 너무 사업적이 돼버리다 보니까	1	891.7	896.62	client	27
9132	그 꿈에서	1	914.1	915.82	client	27
9133	음	0	915.36	916.36	counselor	27
9134	 아직 이제 시작의 단계에 이제 온 거예요	0	919.62	923.42	client	27
9135	효정씨의 꿈이 뭔데요?	0	923.0	924.5	counselor	27
9136	저는 음악가가 되는 건데요	0	926.66	930.86	client	27
9137	음악가가 된다	0	929.0	931.0	counselor	27
9138	그러다 보니까	0	930.86	933.34	client	27
9139	지금 하고 있는 건 음악과 관련된 건 아니에요?	0	932.0	935.3	counselor	27
9140	 그래서 이렇게 되는 것 같아요	0	943.82	945.42	client	27
9141	 친구들이 제 주변에서 떠나갈까 봐	0	991.66	998.18	client	27
9142	 모두가 떠나가면 어떡하지?	0	1031.58	1034.14	client	27
9143	왜 내가 그걸 보여줬는데 그 사람들이 떠날 것 같아요?	0	1033.14	1042.06	counselor	27
9144	제가 어렸을 때부터 음악하면서 너무 많은 평가를 받는데요	0	1040.7	1062.06	client	27
9145	뭐 그럴 거라고 생각하는 게 아니라 떠나갈 거다 이렇게 생각하잖아요 	0	1049.06	1057.7	counselor	27
9146	 뭘 해도 찝찝해요	0	1088.7	1090.42	client	27
9147	그러면 지금 효정씨가 얘기하는 의미는	0	1089.3	1093.9	counselor	27
9148	그러면 지금은 그 사람들과 어떤 거를 연결로 만나고 있어요?	0	1137.42	1151.38	counselor	27
9149	그냥 친구들 만나는 것처럼 대부분 만나죠	1	1150.78	1153.18	client	27
9150	그냥 이런 경우예요	0	1172.62	1174.22	client	27
9151	네 그러니까 지금 지금 보면은 다 그냥 일상적인 만남이잖아요	0	1173.14	1181.62	counselor	27
9152	제가 사람을 많이 만나진 않고요	0	1174.22	1180.62	client	27
9153	그들에 대한 내 마음이 그 정도라는 거잖아요	0	1198.14	1203.18	counselor	27
9154	 제가 생각을 하나 봐요	0	1241.86	1244.86	client	27
9155	그러면 제가 이제 단어를 좀 바꿔볼게요	0	1243.82	1246.74	counselor	27
9156	아 그 그렇진 않아요	0	1244.86	1247.86	client	27
9157	내가 뭔가 음원을 발표를 했을 때 이들이 떠난다의 의미보다는	0	1246.74	1253.5	counselor	27
9158	그러기에는 저는 세상에 없는 걸 만들고 싶거든요	0	1250.86	1255.46	client	27
9159	 내가 발표한 음원을 잘했다고 인정해 주지 않으면 어떡하지?	0	1253.5	1259.86	counselor	27
9160	그래서 너무 취향에 대한 확실해 질 것 같아서 	0	1255.46	1258.38	client	27
9161	 에 대한 염려라고. 그거랑 같진 않아요?	0	1259.86	1263.86	counselor	27
9162	제 앞방에 있던 언니 친구분이	1	1292.04	1294.04	client	27
9163	 음	0	1293.86	1295.86	counselor	27
9164	아 근데 그 친구 생각보다 실망스러운데?	1	1300.02	1303.26	client	27
9165	 음	0	1302.86	1304.86	counselor	27
9166	저랑 한 시간을 얘기하고 그런 얘기를 했대요	0	1303.26	1308.7	client	27
9167	그래서 왜? 어떤 점이 실망스럽든?	0	1307.86	1311.86	counselor	27
9168	그게 뭔지는 저도 모르겠는데	0	1320.06	1322.3	client	27
9169	그러게 내가 뭐 어떻게 그 많은 사람들의 기대를 다 맞춰? 그것도 말도 안 해 주는 기대를.	0	1322.0	1347.86	counselor	27
9170	근데 이제 그런 생각들이 또 같이 동시에 드는 것 같아요	1	1346.86	1351.42	client	27
9171	 음	0	1350.86	1351.86	counselor	27
9172	사람들이 진짜 나한테 실망을 하면 어떡하지, 이런	0	1351.42	1362.94	client	27
9173	 그것들을 좀 풀어보려고 노력을 해요?	0	1376.86	1380.86	counselor	27
9174	내가 그때 무슨 소리를 했던 거야? 이러면서 또 자책이 좀 되더라고요	1	1393.58	1412.54	client	27
9175	 혹은 그거를 찾아보려고는 하지 않아요.	0	1428.86	1432.86	counselor	27
9176	네 맞아요	1	1434.62	1435.74	client	27
9177	 네	0	1434.86	1436.86	counselor	27
9178	근데 제 단점이라고 생각이 들면 다른 곳에 가서 그러지 말아야지라는 생각이 있는 것 같아요	0	1435.74	1444.78	client	27
9179	그 사람이 뭘 보고 나한테 실망했는지 모르잖아?	0	1442.86	1446.86	counselor	27
9180	그러니까 제가, 그렇죠. 그거를 풀 수 없는 채로 제가 사람을 만날 수 없는 그때 상태였는데 만난 거거든요	1	1444.78	1454.62	client	27
9181	 어	0	1452.86	1454.86	counselor	27
9182	그때 후로	1	1460.7	1462.3	client	27
9183	 음	0	1460.86	1462.86	counselor	27
9184	 제가 우선 제 스스로도 인지를 못하는 면이면 분명히 실수를 했을지도 모르니	1	1462.3	1468.94	client	27
9185	 내가 사람을 만날 수 있는 상태가 아니면 최대한 그냥 은거를 하는 게 좋겠다 이렇게 생각이 들어요	0	1468.94	1477.74	client	27
9186	두 번째로는 제가 그러니까 제가 평소에 아예 쓰지 않는 언행이나 아예 쓰지 않는 말투	0	1493.1	1501.9	client	27
9187	 아예 다른 자아가 아예 다른 자아가 있을 때가 있더라고요	1	1512.22	1518.22	client	27
9188	 음	0	1516.86	1518.86	counselor	27
9189	그리고 제가 학교를 다녔었거든요 23살스물세살 때 너무 무기력해지니까 학교로도 가야겠다 싶어서 입학을 해서 학교를 갔는데	1	1518.22	1525.58	client	27
9190	학교에서는 이제 매번 다른 친구들이 많이 보고 또 비슷한 친구들을 보면서 제 모습이 겹치는 게 있고 달라지는 부분을 너무 제 스스로 느낄 수밖에 없었거든요	1	1527.98	1538.7	client	27
9191	작업을 해야 돼서 그때 제가 너무 말도 안 되는 언행을 쓸 때도 있고	0	1538.7	1544.3	client	27
9192	말도 안 되는 언행이 뭐예요?	0	1541.86	1550.86	counselor	27
9193	누나 갑자기 왜 이렇게	0	1574.38	1576.62	client	27
9194	그러면 지금	1	1575.86	1577.86	counselor	27
9195	그럴 때 보면은 어떤 때가 거기에 좀 해당이 되나요?	1	1587.86	1593.86	counselor	27
9196	이제 그때가 그냥 정신이 없을 때에요	0	1595.5	1600.86	client	27
9197	 그리고 내가 뭔가 이런 행동이나 이런 활동을 할 만한 여력이 없는데	1	1599.86	1606.86	counselor	27
9198	 억지로 그거를 했을 때	1	1606.86	1609.86	counselor	27
9199	 네	0	1608.22	1610.22	client	27
9200	 그리고 이거 이 상황에 대해서 지금 하나도 익숙하지가 않고 되게 당황스러울 때	1	1609.86	1615.86	counselor	27
9201	그러니까 뭔가 준비되지 않고 내가 이거에 되게 자연스럽지 않을 때	1	1617.86	1622.86	counselor	27
9202	 뭔가 되게 사람이 가벼워 보이거나 생전 쓰지도 않았던 어떤 그런 말들을 쓰거나	1	1629.86	1636.86	counselor	27
9203	 그런다 이렇게 얘기를 하시는 것 같아요	1	1636.86	1640.86	counselor	27
9204	맞나요?	3	1640.86	1642.86	counselor	27
9205	 내가 막말도 사용하고 안 쓰던 말도 쓰고 비속어도 쓰는구나 이게 난 거예요	1	1659.86	1668.86	counselor	27
9206	그러면 이 이후에 만약에 효정씨가 아 나 지금 되게 힘든데 오늘 이걸 꼭 가야 돼	1	1679.86	1686.86	counselor	27
9207	어떤 준비를 하면 좀 도움이 될까요?	0	1689.86	1692.86	counselor	27
9208	음 차분하게 생각하자 차분하게 생각하자	0	1692.22	1702.22	client	27
9209	 음	0	1837.86	1839.86	counselor	27
9210	그리고 선생님 이거는 좀 다른 얘기일 수 있는데요. 그 세상이 낯설게 느껴질 때는 어떡해요? 	1	1842.22	1852.22	client	27
9211	세상이 낯설다?	0	1852.86	1854.86	counselor	27
9212	우선 미리 말하면 저는 돈 스파이크씨처럼 약을 하지 않았고요. 그런 거 아니고 그런 게 아니고 그냥 그냥 이게 제가 오늘도 버스 타고 오면서 창밖을 보는데 식물이 이렇게 자라 있는 거예요.  	1	1858.0	1872.22	client	27
9213	 네 그런 경험 하실 수도 있어요	0	1910.86	1914.86	counselor	27
9214	확신이라는 거는 사실상 아까 그런 얘기했죠	0	2109.86	2113.86	counselor	27
9215	선생님, 그러면 확신을 가지려면 어떻게 해야 되죠?	0	2112.22	2117.5	client	27
9216	 효정씨한테 고마운 거 그냥 자기가 경험한 것 중에 그냥 이거 고맙다 한번 얘기해 봐요	0	2132.86	2140.86	counselor	27
9217	여기에 온 거	0	2156.42	2158.42	client	27
9218	그러니까 여기에 온 거 뭐 여기에 온 거에서 뭐	0	2157.86	2162.86	counselor	27
9219	 여기까지 온 것 그냥 여기까지 온 거예요 그냥	0	2161.94	2164.94	client	27
9220	 여기까지 온 거	0	2162.86	2165.86	counselor	27
9221	 한번 자기 말로 자기한테 뱉어 보세요	0	2202.86	2217.86	counselor	27
9222	효정아 네가 한 거는 다 당연해 그건 사람이라면 다 해야 되는 거야	0	2234.86	2241.86	counselor	27
9223	그건 당연해 그런데 못한 거는 너 해내야 돼	0	2241.86	2250.86	counselor	27
9224	그리고 제가 맨날 작업하면서 하는 말이거든요	0	2250.14	2265.14	client	27
9225	당연하다는 그 말 만큼 아픈 말이 없는 것 같아요	0	2302.86	2321.86	counselor	27
9226	연습할 게 없네요.	0	2316.0	2318.38	client	27
9227	 나를 계속 관리하는 것 그것도 참 고마운 일이에요	0	2372.86	2380.86	counselor	27
9228	그래서 이제 한 3개세 개 정도 한번 짜내 볼래요?	0	2424.86	2433.86	counselor	27
9229	아 세 가지요?	0	2452.74	2455.34	client	27
9230	뭐 더 할 수 있으면 더 좋은데	0	2453.86	2456.86	counselor	27
9231	 흐흐흐흐흐	0	2456.86	2461.86	counselor	27
9232	제 이름을 부르고 말하면 되는 거죠? 효정아, 너가, 너가 사람들 소리를 들을 수 있어서 참 고맙다.	1	2478.94	2491.54	client	27
9233	 음	0	2485.86	2486.0	counselor	27
9234	효정아, 너가 차 앞에서 풀을 볼 수 있어서 정말 다행이다.	1	2505.34	2532.94	client	27
9235	이러면 기분이 좀 드는 것 같아요. 	1	2532.94	2535.54	client	27
9236	그렇죠 이게 사랑이 없으면 안 되는 일인 거죠?	0	2571.54	2591.54	client	27
9237	이러고 나면 제가 또 달라질 수 있을지는 모르겠어요.	0	2623.54	2631.54	client	27
9238	 그런 기회를 주시면 좋겠어요	0	2655.86	2659.86	counselor	27
9239	아 그럼 그 말이 결국에는 제가 삶 지금 생활 방식에 여유를 끼워 넣는 게 균형이 잡힌다는 그런 소리를 이해해도 돼요?	0	2663.54	2672.54	client	27
9240	 당연하게 한 게 아니라 정말 애쓰고 그렇게 하느라 정말 노력하느라 정말 힘들었겠다고	0	2709.86	2717.86	counselor	27
9241	 상담하시는 동안에 어떤 것들을 경험하셨을까요?	0	2732.86	2737.86	counselor	27
9242	그 말이 왜 나왔을까?	0	2750.86	2761.86	counselor	27
9243	봐요 자 이렇게 동그라미 우리가 의식적으로 표현하는 거예요	1	2860.86	2867.86	counselor	27
9244	어디에 붙일래요? 코 좋아 코에다 갖다 붙이는데	0	2887.86	2894.86	counselor	27
9245	코요.	0	2894.0	2895.54	client	27
9246	 자 시작	0	2901.86	2903.86	counselor	27
9247	고생했다.	0	2905.54	2907.0	client	27
9248	약속, 매일 연습해보기	0	2917.86	2922.86	counselor	27
9249	안녕하세요	0	0.572	1.529	client	28
9250	음- 그래요 우리가 이제 한 50분오십분 정도 상담을 진행할 건데요	1	7.316	11.89	counselor	28
9251	네	0	11.096	11.581	client	28
9252	채이씨가 여기 적어준 내용들을 이제 바탕으로 어 상담을 진행해볼까 해요	1	12.348	17.208	counselor	28
9253	네	0	15.455	16.074	client	28
9254	또 단회 상담이어서 응 오늘 안에 뭐 뭐 어떠, 얼만큼 많은 것들을 정리하고 얘기할 수 있을지 모르지만	1	17.507	24.634	counselor	28
9255	네	0	17.734	18.168	client	28
9256	응 그래도 우리 한 회 동안 단기 상담으로 생각하고	1	24.964	28.905	counselor	28
9257	네네	0	24.977	25.698	client	28
9258	응 그리고서는 우리 한 번 진행해보도록 하겠습니다	1	29.122	32.746	counselor	28
9259	네	0	33.348	33.681	client	28
9260	그래요 뭐 여기 이제 무기력증 또 게으름 뭐 이런 얘기들을 했는데	1	34.966	41.436	counselor	28
9261	네-	0	39.548	40.171	client	28
9262	음- 그거 이렇게 이름을 붙였나봐요	1	41.747	45.626	counselor	28
9263	아 네. 제가 나름대로 그렇게 생각을 한 것 같아요	0	46.311	50.101	client	28
9264	어- 본인이 생각하기에 이제 어떤 모습 또는 어떤 모양을 보고 무기력증이라는 이름을 이렇게 붙여줬을까요?	0	50.888	60.432	counselor	28
9265	음- 진짜 말 그대로 무기력하다는 말이 제일 적합하다고 생각을 한 게	1	61.193	69.258	client	28
9266	응	0	69.895	70.306	counselor	28
9267	이제 해야 될 일이 있는데 근데 그거를 머리로는 알아요	1	69.941	73.498	client	28
9268	응	0	74.283	74.935	counselor	28
9269	근데 이제 몸이 안 따라주는? 이게 약간 번아웃 온 것처럼 그니까 슬럼프 같은 게 온 것처럼 행동을 하는데 그게 이제 일상으로 굳어진 느낌?	1	74.316	85.315	client	28
9270	응	0	77.311	78.006	counselor	28
9271	그래서 이게 이게 사람이 무기력한 게 이건가 하는 생각을 좀 했어요	1	86.002	91.806	client	28
9272	음-	0	92.725	94.283	counselor	28
9273	아- 그냥 아 해야 되는데 그냥 계속 누워있고 약간 요런 상태들?	1	96.532	103.76	client	28
9274	응	0	103.577	104.307	counselor	28
9275	그런데 이제 또 해야 되는 걸 머리로는 알고 있으니까 한 잘 때쯤이 되면 이제 스트레스를 받아요 왜 안 했을까	1	105.233	113.661	client	28
9276	응	0	105.678	106.231	counselor	28
9277	그니까 그게 좀 반복되는 것 같아요	1	114.183	116.043	client	28
9278	응 응	0	116.875	117.64	counselor	28
9279	그래서 그거에서 스트레스를 더 받는 것 같고 예- 	1	117.282	122.215	client	28
9280	응	0	121.856	122.445	counselor	28
9281	그랬던 것 같아요 그것 때문에 제가 확실히 무기력증일까 생각을 했어요	2	124.129	128.127	client	28
9282	어- 다른 활동을 하거나 뭐 이런 것들이 혹시 있을까요?	0	150.814	154.318	counselor	28
9283	네 진짜 어 친구랑 노는 게 제일 큰 것 같아요 약속 잡는 거	1	158.119	163.348	client	28
9284	어 그러면 약속을 잡아서 놀러 나가요?	0	164.47	166.448	counselor	28
9285	저는 그게 거꾸로 된 것 같더라고요	2	178.419	180.37	client	28
9286	그러게 그거는 무기력 쪽보다는 좀 도망댕기는 중 같은 느낌인데	0	182.691	188.526	counselor	28
9287	그냥 그냥 해야 할 일을 안 하는	0	190.265	194.147	client	28
9288	응 하, 해야 할, 어 해야 할 일아 나 잡아봐라 막 이러면서 가는 것 같은데	0	190.466	196.358	counselor	28
9289	아- 그냥 하기 싫어서 계속 계속 미룬, 미루는 그러네요	0	195.397	202.25	client	28
9290	어 그러게 미룬다 쪽이 조금 더 맞는 느낌인 것 같다 그치?	0	201.345	205.628	counselor	28
9291	아- 맞는 것 같아요 그쵸	1	203.751	206.815	client	28
9292	응	0	205.931	206.39	counselor	28
9293	약간 아는데 안 하고 그런 쪽?	1	207.834	210.553	client	28
9294	응 응	2	210.418	211.665	counselor	28
9295	아-	0	211.776	213.189	client	28
9296	그럼 이제 어쨌든 이걸 우리가 무기력이라고 이름을 붙이긴 했는데 한번 좀 바꿔봅시다	1	212.345	217.643	counselor	28
9297	네	0	217.808	218.4	client	28
9298	뭔가 좀 미루기도 하고 그냥 얘의 요런 행동의 어떤 애칭을 한번 붙여본다면	0	223.359	229.767	counselor	28
9299	음- 제가 붙여본다면요?	1	230.118	232.395	client	28
9300	응	0	233.03	233.416	counselor	28
9301	음- 음- 진짜 미루기?	0	233.813	239.337	client	28
9302	미루기 일단 미루기 게으름 응 	0	240.274	244.416	counselor	28
9303	유치원생 같아요 하고 싶은 것만 하는	0	250.844	253.111	client	28
9304	어 어	0	255.225	256.082	counselor	28
9305	네 하고 싶은 것만 놀고만 싶고 해야 될 일 안 하고 네 딱 그 상태인 것 같아요	1	255.28	262.811	client	28
9306	응- 하고 싶은것만 하는.	1	263.592	265.963	counselor	28
9307	네-	0	266.121	266.937	client	28
9308	이렇게 이름을 붙일까 이 이 행동을?	0	274.52	277.701	counselor	28
